feature,importance
annual_price_premium,26.511706957590352
brand,23.194132160147742
annual_sales_count,20.265684994017327
annual_volatility,9.756523510755427
express_standard_lowest_amount,9.628645412679392
model,6.566652867881234
product_category,2.836861512311699
express_standard_count,0.9149856573653966
express_expedited_count,0.18433907645669087
last72h_sales_count,0.14046785079470656
