,name,url_key,title,brand,description,model,product_category,thumb_url,small_image_url,highest_bid_amount,highest_bid_updated_at,lowest_ask_amount,lowest_ask_updated_at,express_expedited_count,express_standard_count,express_standard_lowest_amount,annual_avg_price,annual_volatility,annual_sales_count,annual_price_premium,last72h_sales_count,last_sale_amount,release_date
1897,From Nike To You Fir Green,nike-dunk-low-retro-from-nike-to-you-fir-green,Nike Dunk Low Retro From Nike To You Fir Green,Nike,"The Nike Dunk Low Retro From Nike To You Fir Green arrived ahead of the holiday season in 2023 and adds a Christmas-inspired colorway to the Dunk Low Retro’s recognizable silhouette.
<br>
<br>
The use of Fir instead of a more traditional Spruce Green on the upper complements the Team Red details. It also offers a contemporary take on the traditional Christmas color scheme. While the laces, Swoosh logo on the lateral side panel, and the heel tab come in Team Red, Coconut Milk can be found on the midsole and leather overlays. Something that makes this low-top sneaker stand out is the Swoosh logo on the medial side panel. It features light blue instead of Team Red.
<br>
<br>
Our StockX experts like the use of slightly yellow Coconut Milk on the midsole. This detail gives the sneaker a worn-in, retro feel. The Nike Dunk Low Retro From Nike To You Fir Green was released on November 21st, 2023, and retailed at $115.",Nike Dunk Low Retro,sneakers,https://images.stockx.com/images/Nike-Dunk-Low-Retro-From-Nike-To-You-Fir-Green-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-Dunk-Low-Retro-From-Nike-To-You-Fir-Green-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,97.0,2025-02-25T06:28:12Z,105.0,2025-02-07T03:41:33Z,0,2,159.0,104,0.151536,533,0.13,1,125,2023-11-21
1898,Wales Bonner Brown Croc,adidas-samba-wales-bonner-brown-croc,adidas Samba Wales Bonner Brown Croc,adidas,"The adidas Samba Wales Bonner Brown Croc is a performance shoe designed as a partnership between the sportswear brand and British menswear fashion brand Wales Bonner.
<br> 
<br>
The Wales Bonner Brown Croc adidas Samba has a calf leather upper that appears in a caramel-brown color. The shoe has a crocodile pattern throughout, which is executed by the brown scales and shiny effect. This not only forms the base, but also the overlays that are the toe cap and eyestays. The heel collar is a solid brown color with white decorative stitching around the edges, while the adidas 3-Stripes are white leather strips on each side. The tongue contains adidas branding in gold. 
<br>
<br>
What we like most about this sneaker is the realistic execution of the crocodile effect, which really brings the shoe to life. The adidas Samba Wales Bonner Brown Croc was released on October 24, 2024, for $300.",adidas Samba,sneakers,https://images.stockx.com/images/adidas-Samba-Wales-Bonner-Brown-Croc-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/adidas-Samba-Wales-Bonner-Brown-Croc-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,324.0,2025-02-25T06:13:48Z,236.0,2025-02-25T13:04:26Z,11,49,315.0,327,0.124142,533,-0.1,3,258,2024-10-24
1899,Bad Bunny Blue Tint,adidas-forum-buckle-low-bad-bunny-blue-tint,adidas Forum Buckle Low Bad Bunny Blue Tint,adidas,"The adidas Forum Buckle Low Bad Bunny Blue Tint joins the Low Bad Bunny Forum launched by adidas and the Puerto Rican rapper, Bad Bunny.
<br>
<br>
These adidas blue tint shoes have leather and suede uppers. They feature a black heavy-duty metal buckle on each side secured onto the nylon straps of the shoes. The shoes have a shoe-heel drawstring chord, detachable double-stacked tongue with Bad Bunny’s branding, a protruding foam piece on the collars, icy blue rubber outsoles, partially translucent midsoles, and soft yellow and pink laces completing the design.  
<br>
<br>
The adidas Forum Buckle Low Bad Bunny Blue Tint was released in August 2022 with a retail price of $160.",adidas Forum Buckle Low,sneakers,https://images.stockx.com/images/adidas-Forum-Buckle-Low-Bad-Bunny-Blue-Tint-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/adidas-Forum-Buckle-Low-Bad-Bunny-Blue-Tint-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,247.0,2025-02-25T14:19:45Z,253.0,2025-02-25T06:14:27Z,2,6,361.0,278,0.160501,532,1.106,2,322,2022-04-29
1900,G-Dragon Peaceminusone Para-Noise 2.0,nike-air-force-1-low-g-dragon-peaceminusone-para-noise-20,Nike Air Force 1 Low G-Dragon Peaceminusone Para-Noise 2.0,Nike,"Disclaimer: Please be aware of paint fragility regarding the first layer of color on the upper. Due to the thin coating of paint, colors may rub off. 
<br>
<br>
After a year-long hiatus, K-Pop star G-Dragon’s fashion label, Peaceminusone, teamed up with Nike once again to release the Nike Air Force 1 Low Peaceminusone Para-noise 2.0. This sequel release follows the same DIY theme as last year’s AF-1 Para-noise, only this time the colorway was flipped.
<br>
<br>
The Air Force 1 Low Peaceminusone Para-noise 2.0 features a white upper treated with a special lacquer coating that will rub off over time, revealing G-Dragon’s hidden artwork. The Peaceminusone Daisy motif is embroidered on the tongue and is accompanied by black paint streaks on the entire white sole. Black overlays, detailing, and laces complete the design.
<br>
<br>
The Air Force 1 Low Peaceminusone Para-noise 2.0 released in November of 2020 for $200.",Nike Air Force 1 Low,sneakers,https://images.stockx.com/images/Nike-Air-Force-1-Low-G-Dragon-Peaceminusone-Para-Noise-20-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-Air-Force-1-Low-G-Dragon-Peaceminusone-Para-Noise-20-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,410.0,2025-02-25T12:31:22Z,241.0,2025-02-25T15:49:05Z,1,6,333.0,373,0.449087,532,0.165,4,223,2020-11-25
1901,Sporty & Rich USA,adidas-handball-spezial-sporty-rich-usa,adidas Handball Spezial Sporty & Rich USA,adidas,"Introducing the Sporty & Rich USA adidas Handball Spezial, a collaborative reinterpretation of the 1987 Handball Spezial design. This limited-edition sneaker blends adidas’ athletic heritage with Sporty & Rich’s bold aesthetic and has been popular with people since it's release, founded by Emily Oberg in 2017.
<br>
<br>
The Sporty & Rich USA Handball Spezial boasts a vibrant red suede upper with white leather 3 stripes and navy blue back tabs. adidas’ iconic three-stripe design and trefoil logo are displayed on the sides and tongue. A semi-translucent gum sole provides traction, while an Ortholite sockliner offers comfort. This sneaker blends athletic heritage with modern style, featuring subtle Sporty & Rich branding on the heel alongside adidas’ classic design elements.
<br>
<br>
Our experts love the Sporty & Rich USA Handball Spezial’s gold accents and minimalist ""adidas"" on the navy blue back tabs. These details exemplify the collaboration’s attention to detail. Released on July 29, 2024, the Handball Spezial retailed at $120.",adidas Handball Spezial,sneakers,https://images.stockx.com/images/adidas-Handball-Spezial-Sporty-Rich-USA-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/adidas-Handball-Spezial-Sporty-Rich-USA-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,104.0,2025-02-25T07:15:58Z,82.0,2025-02-25T10:56:01Z,8,30,115.0,142,0.200334,532,0.167,2,134,2024-07-29
1902,One Piece Buggy,puma-suede-one-piece-buggy,Puma Suede One Piece Buggy,Puma,"The Puma Suede One Piece Buggy is a low-top sneaker that’s part of a collaboration between Puma and One Piece, an anime and manga series that centers on the adventures of a young pirate and his crew.
<br>
<br>
This sneaker features a hairy suede upper in For All Time Red with perforations on the side panels and a long lace cage. Thick laces in For All Time Red wind through the eyelets and create a secure, adjustable closure. The sides display a shaggy suede panel in Ultra Blue that looks like a wave. Hits of metallic gold can be found on the skull logo on the heel and the ""PUMA SUEDE"" lettering on the side panel.
<br>
<br>
Our StockX experts like that the shaggy suede tongue is debossed with Puma branding but doesn’t feature metallic gold. The Puma Suede One Piece Buggy was released on March 23, 2024, and sold for $85.",Puma Suede,sneakers,https://images.stockx.com/images/Puma-Suede-One-Piece-Luffy-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Puma-Suede-One-Piece-Luffy-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,41.0,2025-02-07T18:56:52Z,56.0,2025-02-24T22:16:05Z,0,112,58.0,101,0.332759,531,-0.424,1,47,2024-03-23
1903,Ekiden Pack,nike-air-zoom-alphafly-next-2-luminous-green-crimson-tint,Nike Air Zoom Alphafly Next% 2 Ekiden Pack,Nike,"The Nike Air Zoom Alphafly Next% 2 Ekiden Pack is a brightly colored shoe that comes with a unique mismatched design.
<br>
<br>
This version of the Nike Alphafly Next% 2 is constructed with a full mesh upper for flexibility, comfort, and breathability. The upper on one of the shoes comes in a bright yellow-green color, while the other shoe boasts a bright pink color. A black Nike Swoosh appears on the lateral side of the forefoot, and another smaller one is placed over the arch on the inside. Black laces and a black tongue with a branded pull tab appear on both shoes. The heels also feature Nike branded pull tabs. The shoes also feature ZoomX cushioning, and ZoomX branding can be seen on the chunky outsole under the heel. A transparent Zoom Air unit is also placed under the forefoot.
<br>
<br>
Our favorite thing about this shoe is the mismatched design, as the bright colors complement each other. The Nike Air Zoom Alphafly Next% 2 Ekiden Pack was released on December 1, 2023, for a price of $295.",Nike Air Zoom Alphafly Next% 2,sneakers,https://images.stockx.com/images/Nike-Air-Zoom-Alphafly-Next-2-Luminous-Green-Crimson-Tint-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-Air-Zoom-Alphafly-Next-2-Luminous-Green-Crimson-Tint-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,160.0,2025-02-14T23:05:43Z,260.0,2025-02-23T21:26:47Z,0,4,301.0,218,0.116083,531,-0.407,1,168,2023-12-01
1904,Medium Ash Gum,nike-terminator-low-medium-ash-gum,Nike Terminator Low Medium Ash Gum,Nike,"The Nike Terminator Low Medium Ash Gum was inspired by the Nike Terminator High, which was released a year before the low-top version. The sneaker features an overall dark aesthetic with a prominent gum rubber sole.
<br>
<br>
The Ash Gum iteration boasts a black leather base with soft suede overlays. Something that makes this sneaker stand out is the black stitching that crosses part of the Swoosh but does not overlap the lace cage. The toe overlays, the lace cage, and the Swoosh all come in a grey suede that is almost shaggy. The vamp offers perforations, which allow the foot to breathe and provide aesthetic details. Lettering across the heel panel spells out ‘NIKE’ in a big, block font.
<br>
<br>
What do our StockX experts love? The red Swoosh on the tongue is the only pop of color on the entire shoe. The Nike Terminator Low Medium Ash Gum was released on October 12, 2023, and retailed at $120.",Nike Terminator Low,sneakers,https://images.stockx.com/images/Nike-Terminator-Low-Medium-Ash-Gum-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-Terminator-Low-Medium-Ash-Gum-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,167.0,2025-02-21T22:59:56Z,130.0,2025-02-23T19:58:18Z,0,11,130.0,126,0.158509,531,0.95,0,224,2023-10-12
1905,Miami,puma-lamelo-ball-mb03-miami,Puma LaMelo Ball MB.03 Miami,Puma,"The Puma LaMelo Ball MB.03 Miami is a brightly colored basketball shoe designed as a collaboration with American basketball star LaMelo Ball.
<br> 
<br>
The Miami Puma LaMelo Ball MB.03 has an engineered mesh upper as its base in a bright-pink color. This is visible through ragged scratches in the overlays on each side. Synthetic overlays in teal with pink swirls adorn most of the upper from the toe to the heel. The cushioned heel area is Teal with Puma, Melo, 111 and 01ofOne branding in pink, while the tongue bears the words ""Rare"" and ""Fear"" in pink. The shoe sits on a thick teal textured midsole that bleeds into the design of the upper. 
<br>
<br>
What we like best about this shoe is the pink swirl pattern across the overlays on the upper, which allows the shoe to stand out. The Puma LaMelo Ball MB.03 Miami was released on July 5, 2024, for $125.",Puma LaMelo Ball MB.03,sneakers,https://images.stockx.com/images/Puma-LaMelo-Ball-MB03-Miami-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Puma-LaMelo-Ball-MB03-Miami-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,152.0,2025-02-25T10:21:46Z,83.0,2025-02-25T08:03:00Z,1,1,133.0,122,0.500947,531,-0.312,4,83,2024-07-05
1906,White Slate Grey,new-balance-550-white-slate-grey,New Balance 550 White Slate Grey,New Balance,"This New Balance 550 White Slate Gray boasts a white, Slate Gray, and Brighton Gray color combination, while channeling a retro basketball feel from the 80s.
<br>
<br>
The original New Balance 550 debuted in 1989, and since then it has been reintroduced with numerous colorways. This particular iteration boasts a mainly synthetic white upper with ventilation holes on the quarters. Suede Brighton Gray leather tips the toecap while Slate Gray is seen on the heel and large ""N"" branding on the sides. Other New Balance branding hits appear on the heel, tongue, and midsole, with a black 550 on the lateral quarter panel.
<br>
<br>
What we love about this shoe is its vintage aesthetic that oozes old-school basketball style. The gum outsole, thick midsole, oversized tongue and bulky feel all lend to this aesthetic. When it debuted on April 1, 2024, the New Balance 550 White Slate Gray sold for retail at $110.",New Balance 550,sneakers,https://images.stockx.com/images/New-Balance-550-White-Slate-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/New-Balance-550-White-Slate-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,28.0,2025-02-25T10:33:42Z,88.0,2025-02-25T01:27:48Z,0,17,88.0,97,0.244169,530,0.091,3,120,2024-04-01
1907,White Metallic Silver (Women's),nike-shox-r4-white-metallic-w,Nike Shox R4 White Metallic Silver (Women's),Nike,"The Nike Shox R4 White Metallic Silver (Women's) dresses the Shox R4 from the 2000s in a sleek colorway that complements its retro-futuristic aesthetic.
<br>
<br>
Like its 2000s predecessor, this reboot of the Shox R4 applies four pistons under the heel instead of foam or Air Max units. The pistons offer an alternative form of springy cushioning and represent how 2000s designers interpreted ""futuristic"" looks. Drawing inspiration from spacesuits, the synthetic leather upper features sleek likes and laser-cut perforations for an airy feel. Although white and metallic silver hues dominate the shoe, Max Orange accents disrupt the light color scheme on the heel, tongue, and rubber outsole.
<br>
<br>
Our StockX experts like the Swoosh logo embroidered on the side panel in metallic silver. It brings balance to the sneaker and allows the futuristic features to stand out. The women’s size Nike Shox R4 White Metallic Silver (Women's) was released on May 7, 2019, and sold for $140.",Nike Shox R4,sneakers,https://images.stockx.com/images/Nike-Shox-R4-White-Metallic-W-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/images/Nike-Shox-R4-White-Metallic-W-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,140.0,2025-02-25T10:04:47Z,77.0,2025-02-25T07:59:03Z,4,21,107.0,125,0.172729,530,-0.121,7,118,2019-05-07
