retail_price,release_month,release_quarter,log_retail_price,has_collaboration,collab_count,collab_tier,brand_retail_mean,brand_retail_std,brand_retail_median,brand_resell_mean,brand_resell_std,brand_resell_median,model_retail_mean,model_retail_std,model_retail_median,model_resell_mean,model_resell_std,model_resell_median,model_count,retail_to_brand_mean,model_resell_mean_to_brand_mean,retail_to_model_mean,brand,model_processed,collab_brands,size_category,resell_price
100.0,5.0,2.0,4.61512051684126,0,0,0,146.79653401797177,54.39738473919055,140.0,175.26444159178433,358.7797390098799,118.0,108.94495412844037,23.832880073095055,110.0,104.16055045871559,44.49508753157074,94.5,218.0,0.6812149937256513,0.5943050941349544,0.9178947368421052,Nike,dunk low,none,Women,81.0
95.0,5.0,2.0,4.564348191467836,0,0,0,137.4869109947644,41.30398969371303,130.0,171.01570680628274,96.22273921205674,143.0,96.85185185185185,17.73218734967723,95.0,126.12962962962963,46.83574118865235,108.5,54.0,0.690974866717441,0.7375324289511161,0.9808795411089867,ASICS,gel-1130,none,Men,132.0
150.0,5.0,2.0,5.017279836814924,1,1,3,143.80548141086751,46.44936103166427,140.0,155.84842707340323,169.4874933458879,115.0,103.61111111111111,51.32954531478164,97.5,508.3333333333333,559.4295413764864,254.5,18.0,1.0430756778417514,3.2617161615234833,1.4477211796246647,Jordan,1 retro low og sp,travis scott,Women,312.0
220.0,11.0,4.0,5.3981627015177525,0,0,0,143.80548141086751,46.44936103166427,140.0,155.84842707340323,169.4874933458879,115.0,136.66666666666666,21.110192891170804,130.0,126.4,44.949204891834995,117.0,33.0,1.5298443275012352,0.8594401987903793,0.9944751381215469,Jordan,Other,none,Men,184.0
215.0,11.0,4.0,5.375278407684165,1,1,3,143.80548141086751,46.44936103166427,140.0,155.84842707340323,169.4874933458879,115.0,151.58227848101265,53.46664610786821,160.0,223.9240506329114,184.5190402343971,180.0,79.0,1.4950751382398435,1.4368066129242687,1.4183716075156576,Jordan,4 retro,michael jordan,Men,188.0
210.0,6.0,2.0,5.351858133476067,0,0,0,143.80548141086751,46.44936103166427,140.0,155.84842707340323,169.4874933458879,115.0,151.58227848101265,53.46664610786821,160.0,223.9240506329114,184.5190402343971,180.0,79.0,1.4603059489784518,1.4368066129242687,1.3853862212943633,Jordan,4 retro,none,Men,163.0
220.0,3.0,1.0,5.3981627015177525,1,1,3,153.56112469437653,76.19400802526293,130.0,160.0647921760391,108.69672792210746,126.0,196.1946902654867,36.45737687626263,220.0,244.23008849557522,94.53655839046357,229.0,113.0,1.432654263491836,1.5258201705405097,1.1213351375732974,adidas,boost 350 v2,yeezy,Men,185.0
95.0,7.0,3.0,4.564348191467836,0,0,0,137.4869109947644,41.30398969371303,130.0,171.01570680628274,96.22273921205674,143.0,96.85185185185185,17.73218734967723,95.0,126.12962962962963,46.83574118865235,108.5,54.0,0.690974866717441,0.7375324289511161,0.9808795411089867,ASICS,gel-1130,none,Men,98.0
100.0,9.0,3.0,4.61512051684126,0,0,0,146.79653401797177,54.39738473919055,140.0,175.26444159178433,358.7797390098799,118.0,108.94495412844037,23.832880073095055,110.0,104.16055045871559,44.49508753157074,94.5,218.0,0.6812149937256513,0.5943050941349544,0.9178947368421052,Nike,dunk low,none,Men,81.0
150.0,9.0,3.0,5.017279836814924,1,1,3,143.80548141086751,46.44936103166427,140.0,155.84842707340323,169.4874933458879,115.0,103.61111111111111,51.32954531478164,97.5,508.3333333333333,559.4295413764864,254.5,18.0,1.0430756778417514,3.2617161615234833,1.4477211796246647,Jordan,1 retro low og sp,travis scott,Men,453.0
100.0,2.0,1.0,4.61512051684126,0,0,0,153.56112469437653,76.19400802526293,130.0,160.0647921760391,108.69672792210746,126.0,105.97560975609755,12.309524371148648,110.0,115.17073170731707,50.43555414537665,110.0,41.0,0.65120648340538,0.7195257004466817,0.9436133486766398,adidas,campus 00s,none,Men,75.0
50.0,4.0,2.0,3.9318256327243257,0,0,0,87.55384615384615,62.6974458135135,70.0,112.63076923076923,83.87836603356993,80.0,71.37931034482759,33.511633154029454,70.0,98.06896551724138,50.63590696226963,82.0,29.0,0.571077139342822,0.8707120282230145,0.7004830917874396,Crocs,classic clog,none,Men,89.0
190.0,5.0,2.0,5.25227342804663,1,1,3,143.80548141086751,46.44936103166427,140.0,155.84842707340323,169.4874933458879,115.0,140.0,52.935563783183404,150.0,137.70833333333334,48.28581497226936,132.0,24.0,1.321229191932885,0.8836042552323864,1.3571428571428572,Jordan,11 retro low,michael jordan,Men,177.0
150.0,9.0,3.0,5.017279836814924,0,0,0,148.30107526881721,40.503667603792955,150.0,154.40430107526882,79.51783566192826,134.0,150.83333333333334,13.099097120852496,150.0,165.26190476190476,62.98864289439458,142.0,84.0,1.011455916473318,1.0703193085362506,0.9944751381215469,New Balance,9060,none,Men,117.0
200.0,1.0,1.0,5.303304908059076,0,0,0,143.80548141086751,46.44936103166427,140.0,155.84842707340323,169.4874933458879,115.0,167.7450980392157,44.36568184408075,190.0,164.52941176470588,70.58168400971358,157.0,51.0,1.3907675704556683,1.0557014584896258,1.1922852133255406,Jordan,3 retro,none,Men,197.0
150.0,12.0,4.0,5.017279836814924,1,1,3,143.80548141086751,46.44936103166427,140.0,155.84842707340323,169.4874933458879,115.0,103.61111111111111,51.32954531478164,97.5,508.3333333333333,559.4295413764864,254.5,18.0,1.0430756778417514,3.2617161615234833,1.4477211796246647,Jordan,1 retro low og sp,travis scott,Men,345.0
210.0,2.0,1.0,5.351858133476067,0,0,0,143.80548141086751,46.44936103166427,140.0,155.84842707340323,169.4874933458879,115.0,136.66666666666666,21.110192891170804,130.0,126.4,44.949204891834995,117.0,33.0,1.4603059489784518,0.8594401987903793,0.9944751381215469,Jordan,Other,none,Men,272.0
100.0,11.0,4.0,4.61512051684126,0,0,0,137.6172839506173,43.00341396276618,130.0,142.64814814814815,59.81581172192744,129.0,120.23809523809524,50.617556736195084,110.0,160.1904761904762,83.37228822378664,133.0,42.0,0.7266529110971561,1.122976205930899,0.8316831683168316,UGG,tasman slipper,none,Women,100.0
140.0,9.0,3.0,4.948759890378168,0,0,0,143.80548141086751,46.44936103166427,140.0,155.84842707340323,169.4874933458879,115.0,138.14814814814815,11.779067821624874,140.0,111.18518518518519,64.69040889381519,99.0,27.0,0.9735372993189679,0.7134187188993442,1.0134048257372654,Jordan,1 retro low og,none,Men,132.0
230.0,3.0,1.0,5.442417710521793,1,1,3,153.56112469437653,76.19400802526293,130.0,160.0647921760391,108.69672792210746,126.0,196.1946902654867,36.45737687626263,220.0,244.23008849557522,94.53655839046357,229.0,113.0,1.497774911832374,1.5258201705405097,1.1723049165539017,adidas,boost 350 v2,yeezy,Men,165.0
